company_id,company_name,ctry_code,worldrank,nace2,isic4,year,rd,ns,capex,op,emp,patCN,patEP,patJP,patKR,patUS,TMnEU,TMnUS
1474,AMETEK,US,887,2711,27,2018,123.144040,4232.200794,71.682058,939.335732,18200,23,24,12,6,24,5,26
1608,CLOROX,US,917,2041,20,2015,123.144040,5031.438544,150.218257,918.776786,8000,,,,,,,
1141,HANON SYSTEMS,KR,832,2932,29-30,2017,123.068749,4372.425377,334.446464,366.688910,,55,6,18,146,81,0,0
875,FUJIKURA,JP,809,2434,24-25,2016,123.041362,5152.032245,366.389635,269.754819,56961,26,14,117,7,25,1,2
706,ATLASSIAN CORPORATION,GB,363,5829,58-60,2015,123.015649,399.177079,29.880335,-5.135368,1760,,,,,,,
31,KBC,BE,888,6420,64-66,2018,123.000005,7586.000022,668.000022,3310.000058,38064,1,7,6,0,5,0,0
1761,LUMENTUM,US,816,2630,26,2015,122.969373,731.091306,46.899539,-10.305671,1550,,,,,,,
1365,CHENG SHIN RUBBER INDUSTRY,TW,750,2211,22-23,2015,122.881407,3317.096038,327.428308,553.944847,,,,,,,,
904,HEIWA,JP,1511,2899,28,2015,122.852245,1693.879371,87.887813,307.075446,4752,,,,,,,
1851,IROBOT,US,889,6201,62-63,2018,122.820027,954.221352,28.316141,92.420916,1032,14,15,10,0,14,3,3
1236,QIAGEN,NL,793,2651,26,2016,122.774611,1168.550574,24.730991,78.868077,4684,0,1,0,0,0,4,5
682,GW PHARMACEUTICALS,GB,831,7211,72,2017,122.747078,9.629459,18.771483,-173.268316,533,,,,,,18,0
1486,NEWMARKET,US,890,2014,20,2018,122.523081,1999.715110,65.185988,255.610357,2089,8,8,4,4,19,0,0
1069,IDEMITSU KOSAN,JP,891,1920,19,2018,122.489742,34870.997071,600.864878,1287.931111,9476,95,48,111,59,85,0,1
539,GN STORE NORD,DK,892,6190,61,2018,122.442681,1420.951448,70.062939,240.598543,6025,47,59,36,2,41,4,12
1486,NEWMARKET,US,890,2014,20,2017,122.439233,1920.002513,129.880282,281.863613,2223,20,19,15,13,11,0,1
657,MEGGITT,GB,742,2651,26,2017,122.408892,2211.343497,68.744128,295.710634,11074,1,3,1,0,7,0,1
93,SCHINDLER,CH,726,2822,28,2015,122.396625,8329.179138,162.308570,894.914439,56762,,,,,,,
1900,BRIDGEBIO PHARMA,US,893,2120,21,2018,122.334430,,1.902182,-160.401658,,,,,,,0,0
35,BARCO,BE,907,2630,26,2017,122.305006,1084.706048,20.311001,63.141000,3590,6,12,0,0,12,1,1
1949,HERON THERAPEUTICS,US,894,2120,21,2018,122.298632,67.662848,8.009602,-160.643584,198,0,0,0,0,0,1,1
511,LEONI,DE,760,2434,24-25,2015,122.270998,4502.939992,247.593998,156.968003,74018,,,,,,,
477,HEIDELBERGER DRUCKMASCHINEN,DE,863,2899,28,2015,122.238998,2511.719009,61.942999,117.488999,11916,,,,,,,
984,TOSOH,JP,842,2059,20,2017,122.158788,6484.273355,329.675851,1022.187411,12595,27,21,39,10,26,2,2
1664,BELDEN,US,924,2434,24-25,2016,122.096884,2058.227779,47.138841,202.692478,8800,0,1,0,0,6,6,17
1661,AMERICAN AXLE & MANUFACTURING,US,858,2932,29-30,2016,122.096011,3448.033240,198.777198,355.371012,13100,0,0,0,0,10,4,3
355,LIFAN INDUSTRY,CN,1398,2910,29-30,2016,122.064230,1374.160987,44.620730,-42.825581,10018,,,,,,0,0
1000,DISCO,JP,895,2899,28,2018,122.064215,1162.328757,113.758491,304.088840,3619,311,0,293,294,189,0,2
1240,VDL GROEP,NL,896,2221,22-23,2018,121.999998,5856.200121,118.522003,204.936005,16854,0,8,1,2,3,0,0
1252,ING GROEP,NL,435,6420,64-66,2015,121.999998,16843.000427,353.000010,6171.999965,54000,,,,,,,
816,FINCANTIERI,IT,851,3011,29-30,2017,121.911005,4914.254881,107.918997,241.686997,19545,2,5,1,2,4,1,2
1151,GCL POLY ENERGY,CN,1443,3512,35,2017,121.852157,3139.832290,2109.383466,673.085800,13707,3,2,2,2,4,0,0
1537,NOVAVAX,US,897,2120,21,2018,121.841855,29.945835,1.198252,-151.893371,379,2,2,2,1,1,2,15
1415,IRONWOOD PHARMACEUTICALS,US,778,2120,21,2016,121.827012,239.263623,3.673360,-44.974648,674,0,0,0,0,0,0,0
276,CHINESE UNIVERSE PUBLISHING AND MEDIA,CN,1000,2910,29-30,2017,121.747929,1645.854441,21.054486,207.834790,6911,,,,,,0,0
1414,MEDICINES,US,928,2120,21,2016,121.704739,125.031380,1.900435,-193.957108,410,0,0,0,0,1,0,2
578,KONE,FI,700,2822,28,2015,121.699995,8647.299372,92.700000,1241.400023,49734,,,,,,,
308,ZHEJIANG DAHUA TECHNOLOGY,CN,441,8020,77-82,2015,121.664751,1239.130273,46.896213,165.072299,6714,,,,,,,
1462,COTY,US,789,2042,20,2016,121.571989,6681.481376,377.554388,732.488697,22000,0,0,0,0,2,63,111
1655,BRUNSWICK,US,847,3012,29-30,2016,121.571989,3627.858358,150.654931,371.353526,14415,0,0,0,0,12,0,8
1551,II VI,US,898,2670,26,2018,121.539670,1189.952251,119.757140,132.078538,12487,10,2,4,2,18,0,0
496,MANN + HUMMEL INTERNATIONAL,DE,827,7010,69-71,2016,121.500001,3041.899996,135.800001,135.399998,,2,4,0,0,2,3,6
1096,SYSMEX,JP,737,3250,31-33,2016,121.425925,1969.252713,92.056434,400.487275,6964,0,1,55,0,2,1,0
465,HERAEUS,DE,741,7010,69-71,2016,121.400000,21515.600383,139.199998,221.199996,12424,1,44,1,0,3,1,7
764,WEATHERFORD INTERNATIONAL,IE,899,910,05-09,2018,121.397316,5016.591400,189.519546,-1612.226246,26500,363,486,166,132,400,0,4
1141,HANON SYSTEMS,KR,832,2932,29-30,2016,121.382072,4464.827012,262.572023,330.767682,16500,8,2,3,66,24,0,4
1541,AIR PRODUCTS AND CHEMICALS,US,1612,2011,20,2015,121.222649,6833.446212,1015.195972,1258.165226,19700,,,,,,,
1084,KDDI,JP,621,6190,61,2016,121.205274,37417.206913,2669.408219,7131.726015,35032,3,4,48,0,1,0,1
1017,IBIDEN,JP,936,2611,26,2017,121.102836,2367.234090,147.887622,129.700129,15574,20,8,49,1,47,0,0
143,BOE TECHNOLOGY GROUP,CN,187,2611,26,2016,121.096367,8418.790065,3912.811633,510.870770,49151,2030,144,33,25,991,4,4
1386,PERKINELMER,US,683,2651,26,2016,121.088153,1847.612206,27.687323,261.751818,8000,3,5,3,0,2,10,10
203,ZHEJIANG HISUN PHARMACEUTICAL,CN,900,2120,21,2018,121.087258,1252.968097,204.039563,44.026212,9871,8,3,0,0,2,0,0
446,GEA,DE,901,7112,69-71,2018,121.069999,4828.209989,132.066998,274.004997,18642,20,41,16,3,34,3,7
1341,MACRONIX INTERNATIONAL,TW,902,2611,26,2018,121.046447,1050.121267,138.161471,256.305182,,57,9,5,2,64,0,1
1949,HERON THERAPEUTICS,US,894,2120,21,2017,121.032252,26.870728,2.229693,-169.919571,145,,,,,,0,10
1126,HANKOOK TIRE,KR,857,2211,22-23,2016,121.004872,5183.468107,583.619461,863.598834,,0,0,1,13,0,0,0
504,LINDE,DE,954,3320,31-33,2016,120.999997,16947.999597,,1934.999949,59715,1,53,0,0,19,0,0
582,BOLLORE,FR,1002,5229,49-53,2017,120.999997,18337.199464,709.900050,1136.599923,81420,16,24,16,14,28,7,5
1655,BRUNSWICK,US,847,3012,29-30,2017,120.960642,4223.491065,177.467169,428.558735,15116,1,9,9,0,14,2,26
1572,TWILIO,US,690,5829,58-60,2017,120.944045,348.488888,8.076850,-57.706518,996,,,,,,0,2
588,ATOS,FR,930,6209,62-63,2017,120.900004,11996.000074,525.999989,880.000007,97267,36,60,18,1,42,3,3
1414,MEDICINES,US,928,2120,21,2017,120.847100,39.117007,3.951963,-580.869557,170,32,33,25,20,34,0,0
1214,SOGOU,CN,663,6209,62-63,2016,120.841854,576.775288,75.434022,62.551931,,,,,,,0,0
989,ELECTRIC POWER DEVELOPMENT,JP,903,3511,35,2018,120.827026,7071.411237,835.371553,621.337560,7190,,,,,,0,0
477,HEIDELBERGER DRUCKMASCHINEN,DE,863,2899,28,2017,120.822995,2420.154167,114.567003,85.556996,11874,59,23,19,1,28,4,0
500,GIESECKE & DEVRIENT,DE,849,1812,16-18,2016,120.699995,2089.000074,84.199994,122.500001,11307,0,7,0,0,1,20,2
462,SOFTWARE,DE,885,5829,58-60,2017,120.643999,878.982944,25.444000,218.714005,4717,,,,,,1,1
239,HAIMA AUTOMOBILE GROUP,CN,904,5210,49-53,2018,120.628145,625.241606,104.661085,-230.425605,6278,,,,,,0,0
342,O-FILM TECH,CN,434,2611,26,2015,120.627665,2324.412577,148.763385,117.484327,28405,,,,,,,
945,DAICEL,JP,705,2016,20,2015,120.614262,3545.126179,273.395475,507.090532,10709,,,,,,,
277,JIANGSU ZHONGTIAN TECHNOLOGIES,CN,841,2434,24-25,2017,120.534103,3396.263812,303.202920,257.323059,10510,4,1,0,0,0,0,2
768,ADIENT,IE,618,1392,13-15,2017,120.523953,14159.818180,,1041.920856,85000,43,29,3,1,41,2,0
1650,HILL-ROM,US,905,3250,31-33,2018,120.523953,2487.334888,78.165904,320.611172,10000,7,44,8,0,36,3,13
1708,HUNTSMAN,US,834,2016,20,2017,120.523953,7299.559657,246.288080,779.912283,10000,33,35,24,20,27,0,8
35,BARCO,BE,907,2630,26,2016,120.489000,1102.342037,26.406000,25.847999,3524,5,6,0,0,6,1,1
1311,SINGAPORE TECHNOLOGIES ENGINEERING,SG,794,7112,69-71,2017,120.316370,4172.954708,174.417073,371.967879,21541,63,64,28,12,126,0,8
1325,TATUNG,TW,906,2620,26,2018,120.290446,1722.760033,233.202751,-490.557926,,0,0,0,0,0,0,0
35,BARCO,BE,907,2630,26,2018,120.279001,1028.530998,20.099002,88.394998,3664,12,15,1,0,11,7,1
388,CHINA RAILWAY SIGNAL & COMMUNICATION,CN,743,4910,49-53,2016,120.231605,3747.076727,104.457438,461.437565,17511,7,0,0,0,0,0,0
332,FUJIAN STAR NET COMMUNICATION,CN,908,2630,26,2018,120.149809,1133.628539,26.952768,96.759155,8611,,,,,,0,0
167,SHANGHAI FOSUN PHARMACEUTICAL,CN,657,2120,21,2017,120.092060,2340.045525,276.628387,278.881547,28848,30,5,4,2,13,4,2
608,SUEZ,FR,909,3600,36-39,2018,119.999997,17331.099138,1342.899981,1047.300058,88775,19,22,3,6,17,11,2
1235,ZUIVELCOOPERATIE FRIESLANDCAMPINA,NL,1020,1051,10-12,2016,119.999997,11001.000181,455.000001,555.999984,21927,0,1,0,0,0,6,13
1083,MOCHIDA PHARMACEUTICAL,JP,1025,2110,21,2016,119.983852,767.129066,8.715495,89.597816,1713,3,1,13,0,2,0,0
1269,VISMA,NO,644,5829,58-60,2015,119.962053,837.999221,5.134946,116.532625,7420,,,,,,,
1537,NOVAVAX,US,897,2120,21,2017,119.876793,27.227934,3.658513,-149.964995,347,0,0,0,0,0,0,3
744,FOSUN INTERNATIONAL,CN,404,2452,24-25,2017,119.863675,11218.128726,773.268170,433.487294,63000,1,8,1,2,6,10,12
1017,IBIDEN,JP,936,2611,26,2015,119.802608,2475.318732,336.854719,127.406995,14290,,,,,,,
1051,NSK,JP,910,2815,28,2018,119.668643,7812.149357,578.240841,612.874283,31484,69,74,134,13,73,0,0
1697,FISERV,US,684,6311,62-63,2015,119.650598,4588.644020,313.536962,1144.977519,22000,,,,,,,
1733,INTERCONTINENTALEXCHANGE GROUP,US,860,6611,64-66,2017,119.650598,4050.652962,192.139632,2109.169262,4952,0,0,0,0,1,6,13
863,HORIBA,JP,911,2651,26,2018,119.644996,1659.332658,76.177843,227.264813,7943,61,46,67,22,64,8,9
1040,NIPPON PAINT,JP,830,2030,20,2015,119.597717,4221.782554,133.592941,559.730222,16498,,,,,,,
691,RED BULL TECHNOLOGY,GB,912,3299,31-33,2018,119.594828,323.118467,23.563713,13.333033,793,,,,,,5,10
1000,DISCO,JP,895,2899,28,2017,119.589837,1318.860915,90.574962,392.465241,3306,209,0,349,205,116,0,3
1774,TAKE-TWO INTERACTIVE SOFTWARE,US,593,5829,58-60,2016,119.585966,1554.364222,18.486453,79.742320,3707,,,,,,5,13
1753,ACI WORLDWIDE,US,875,5829,58-60,2017,119.581593,894.489523,22.460250,76.017423,3979,,,,,,2,5
931,YOKOHAMA RUBBER,JP,913,2211,22-23,2018,119.534678,5124.010146,357.429875,378.580327,26274,133,52,107,19,102,2,9
1009,SCREEN HOLDINGS,JP,642,2899,28,2015,119.511031,2046.289621,43.010103,183.860699,5182,,,,,,,
190,CHINA CSSC,CN,1066,2899,28,2015,119.505195,3459.877335,84.899373,1.044134,13219,,,,,,,
1504,BOX,US,784,5829,58-60,2017,119.468066,442.045188,10.324886,-134.516085,1784,,,,,,0,3
1524,LYFT,US,476,7490,73-75,2017,119.341421,925.659784,6.582529,-618.577818,,,,,,,0,7
76,SHOPIFY,CA,563,5829,58-60,2017,119.293385,588.038121,17.504794,-42.931853,3000,,,,,,2,3
235,HAN'S LASER TECHNOLOGY,CN,914,2899,28,2018,119.241857,1372.415689,132.110246,223.788535,13030,0,0,0,1,0,0,14
1439,BLACKBAUD,US,915,5829,58-60,2018,119.161516,741.140277,12.855015,55.901281,3353,,,,,,1,8
1311,SINGAPORE TECHNOLOGIES ENGINEERING,SG,794,7112,69-71,2016,119.094118,4277.053289,160.569849,344.273431,21974,1,1,1,0,8,2,13
1942,VIAVI SOLUTIONS,US,935,2630,26,2017,119.039236,708.645908,33.711774,30.742343,2700,29,28,13,16,39,1,1
1004,JAPAN DISPLAY,JP,916,2611,26,2018,119.014578,5017.012823,354.947639,-836.703286,10085,49,0,191,7,405,0,0
1068,ZEON,JP,848,2017,20,2017,119.014578,2621.598775,95.665564,189.952101,3328,206,160,235,160,191,0,0
1397,IMMUNOGEN,US,752,2120,21,2017,119.001685,100.827019,0.974671,-50.832288,293,7,7,7,4,5,0,0
105,RICHEMONT,CH,753,3212,31-33,2015,118.999997,11075.999588,630.000024,2061.000094,28810,,,,,,,
748,ALLIED IRISH BANKS,IE,542,6419,64-66,2015,118.999997,2675.000113,89.000001,1914.000022,10204,,,,,,,
1629,DEXCOM,US,667,3250,31-33,2015,118.951903,351.091527,29.082954,-49.868970,1509,,,,,,,
931,YOKOHAMA RUBBER,JP,913,2211,22-23,2017,118.951539,5092.749372,283.560948,459.139555,25439,185,71,198,42,165,14,22
1926,LATTICE SEMICONDUCTOR,US,1358,2611,26,2015,118.896882,354.555261,15.903048,-57.242763,1146,,,,,,,
1520,WABCO,US,674,2910,29-30,2016,118.864569,2454.147208,90.829650,347.860070,12860,5,5,1,4,4,8,2
1779,LENDINGCLUB,US,815,6492,64-66,2016,118.821772,439.965719,,-131.176348,1530,,,,,,2,5
1043,HISAMITSU PHARMACEUTICAL,JP,1024,2110,21,2017,118.801821,1165.244379,24.672891,199.550166,2823,10,9,15,10,7,1,5
1608,CLOROX,US,917,2041,20,2018,118.777229,5427.071359,179.912560,969.431829,8800,11,12,7,1,18,5,97
1650,HILL-ROM,US,905,3250,31-33,2017,118.777229,2396.243392,85.152795,271.440920,10000,10,35,8,1,28,8,16
1602,COMMSCOPE,US,714,6190,61,2015,118.745789,3325.612284,49.345825,184.350123,23000,,,,,,,
1029,TOYO SEIKAN KAISHA,JP,956,2592,24-25,2015,118.738775,6320.294458,282.355264,254.908548,18884,,,,,,,
332,FUJIAN STAR NET COMMUNICATION,CN,908,2630,26,2017,118.714903,960.293051,21.405460,92.581082,8577,,,,,,0,0
477,HEIDELBERGER DRUCKMASCHINEN,DE,863,2899,28,2016,118.710996,2524.101175,102.245001,104.940998,11834,0,4,0,0,1,8,5
262,NEUSOFT,CN,937,5829,58-60,2017,118.691431,897.870166,55.559613,31.136315,16706,8,0,4,0,6,0,2
1650,HILL-ROM,US,905,3250,31-33,2016,118.689895,2318.950603,72.751056,235.982414,10000,0,3,0,0,7,2,17
1390,MKS INSTRUMENTS,US,918,2651,26,2018,118.532691,1812.320435,54.970275,438.291463,4851,14,14,12,15,18,3,6
493,DURR,DE,877,2899,28,2017,118.434997,3713.186132,65.120003,285.296992,14974,52,77,24,10,47,39,7
696,KEMBLE WATER HOLDINGS,GB,1215,3600,36-39,2016,118.306431,2289.179480,1269.770670,683.560560,4974,,,,,,2,0
10,NOVOMATIC,AT,919,7010,69-71,2018,118.300006,2613.600111,,-124.099999,23495,3,2,0,1,5,52,138
456,VAILLANT,DE,922,7010,69-71,2018,118.000004,2359.699924,64.100001,231.500002,12070,1,19,0,0,0,8,0
457,LANXESS,DE,921,2016,20,2018,118.000004,10377.000086,497.000001,1117.000007,19271,30,45,21,21,38,5,12
1235,ZUIVELCOOPERATIE FRIESLANDCAMPINA,NL,1020,1051,10-12,2015,118.000004,11265.000328,509.999983,569.999975,22049,,,,,,,
1250,RABOBANK,NL,920,6419,64-66,2018,118.000004,12631.000020,1274.000038,3905.999940,41861,,,,,,1,6
1313,KRKA,SI,844,2120,21,2016,117.994001,1174.423960,116.996001,121.641999,10889,,,,,,1,0
827,COFIDE,IT,923,1811,16-18,2018,117.989999,2817.434026,194.220003,139.773998,16365,,,,,,0,0
351,LUXSHARE PRECISION INDUSTRY,CN,422,2611,26,2016,117.978627,1714.485348,199.163886,169.535968,45082,0,0,0,0,2,0,0
1664,BELDEN,US,924,2434,24-25,2018,117.978103,2257.962245,85.455846,212.296829,9400,5,22,2,2,40,4,8
1043,HISAMITSU PHARMACEUTICAL,JP,1024,2110,21,2015,117.927113,1275.425311,39.810744,218.517802,2900,,,,,,,
1458,WATERS,US,865,2651,26,2017,117.903866,2016.660990,74.648873,595.077465,7000,39,47,5,1,61,7,18
1608,CLOROX,US,917,2041,20,2016,117.903866,5216.591526,201.746632,958.078133,8100,0,0,0,0,3,0,94
1663,NEWELL BRANDS,US,925,2229,22-23,2018,117.903866,7537.900005,335.720339,-6766.808685,37000,131,137,55,52,94,12,81
1377,IDEXX LABORATORIES,US,926,2120,21,2018,117.884658,1932.961401,101.092519,431.820750,8377,2,3,3,1,4,6,7
75,BRP,CA,792,9311,90-93,2016,117.869611,2670.793794,111.595182,198.732916,8729,3,0,0,0,0,7,4
1078,SUMITOMO HEAVY INDUSTRIES,JP,833,2891,28,2017,117.769509,6233.430933,235.728148,548.674318,21017,122,43,159,57,32,0,2
22,AMP,AU,933,6500,64-66,2017,117.736010,1022.638869,,-12.944795,5600,,,,,,0,3
50,AXOVANT GENE THERAPIES,US,1299,2120,21,2016,117.709984,,0.091703,-157.640956,69,,,,,,0,4
476,HEIDELBERGCEMENT,DE,775,2351,22-23,2016,117.699994,15165.700577,1012.200024,1806.500019,60424,0,3,0,0,0,2,1
1153,NETDRAGON WEBSOFT,CN,927,5829,58-60,2018,117.616102,641.995459,54.982938,63.303130,6100,,,,,,0,5
746,CHINA RESOURCES PHARMACEUTICAL GROUP,CN,713,2120,21,2017,117.522264,19234.500825,174.662579,1151.241595,56000,3,3,3,3,3,1,1
1414,MEDICINES,US,928,2120,21,2018,117.513475,5.360695,0.006113,-155.904723,62,29,30,18,10,24,0,1
1899,ARRAY BIOPHARMA,US,1234,2120,21,2017,117.505617,131.748398,3.074234,-90.461093,209,2,2,2,2,2,0,3
1658,WOODWARD,US,850,2712,27,2015,117.454088,1780.176419,250.316021,230.945734,6900,,,,,,,
888,NIPPON SHINYAKU,JP,839,2110,21,2016,117.438547,778.413494,32.553085,114.373142,1898,0,0,0,0,0,0,3
1126,HANKOOK TIRE,KR,857,2211,22-23,2017,117.370546,5333.056673,375.287142,621.092739,,15,16,14,12,14,4,2
546,LEGO,DK,929,6420,64-66,2018,117.352072,4875.068087,193.979227,1443.323330,15050,15,14,1,3,13,0,0
1664,BELDEN,US,924,2434,24-25,2017,117.144045,2086.150227,56.123117,205.592907,9100,8,28,6,1,40,9,16
588,ATOS,FR,930,6209,62-63,2018,117.000003,12257.999741,475.999987,850.000011,122110,19,76,6,0,58,2,9
1967,ELLIE MAE,US,814,5829,58-60,2017,116.913478,364.228647,24.764180,36.801728,1480,,,,,,0,0
1518,VEEVA SYSTEMS,US,802,5829,58-60,2017,116.813040,603.107968,8.413096,137.929179,2171,1,1,1,0,1,0,4
1040,NIPPON PAINT,JP,830,2030,20,2017,116.737203,4808.321595,163.963210,691.660447,20418,132,26,169,121,44,0,9
1299,ELEKTA,SE,821,2660,26,2016,116.627692,1043.798286,13.749585,77.914323,3681,2,3,2,0,9,4,0
1320,TAIWAN POWER,TW,931,3511,35,2018,116.621435,16697.131097,2774.854656,163.469522,26970,,,,,,0,0
375,UNIVERSAL SCIENTIFIC INDUSTRIAL,CN,717,2620,26,2015,116.610063,2711.529145,110.398665,85.807405,15356,,,,,,,
667,SPECTRIS,GB,997,2611,26,2017,116.532385,1691.549085,82.382074,316.112128,8774,43,46,36,5,44,15,7
1721,AIMMUNE THERAPEUTICS,US,932,7211,72,2018,116.523959,,8.227070,-188.070655,215,2,2,2,1,2,1,4
22,AMP,AU,933,6500,64-66,2018,116.503164,,,,6100,,,,,,0,2
807,HCL TECHNOLOGIES,IN,934,6201,62-63,2018,116.502822,7561.672013,237.510583,1486.505964,137965,0,3,0,0,2,7,27
1942,VIAVI SOLUTIONS,US,935,2630,26,2018,116.419149,987.161067,39.301289,72.314368,3600,29,32,15,14,57,1,1
333,NAVINFO,CN,938,2651,26,2017,116.408279,271.610857,54.375421,20.241021,4762,6,0,0,0,4,0,0
666,DYSON TECHNOLOGY,GB,774,7219,72,2016,116.310628,291.164644,,159.220275,1149,0,6,0,5,0,0,0
1017,IBIDEN,JP,936,2611,26,2018,116.256517,2294.121776,184.696008,77.296827,14718,28,16,27,4,34,0,0
1249,ASM INTERNATIONAL,NL,871,2611,26,2017,116.135001,737.401017,44.171000,113.186994,1900,39,0,20,67,72,1,0
262,NEUSOFT,CN,937,5829,58-60,2018,116.070929,902.340107,73.034884,21.688511,16656,4,3,9,0,10,0,0
1924,FLIR SYSTEMS,US,740,2651,26,2015,116.062824,1359.883230,59.592985,268.231292,3003,,,,,,,
540,ARLA FOODS,DK,1028,1051,10-12,2015,116.000003,10262.000374,348.000001,452.000007,19025,,,,,,,
1272,DNB,NO,633,6420,64-66,2015,115.979259,5314.643960,271.757308,3201.992484,11380,,,,,,,
1908,ALDER BIOPHARMACEUTICALS,US,562,2120,21,2016,115.848845,0.098689,5.780783,-137.867173,176,,,,,,0,0
333,NAVINFO,CN,938,2651,26,2018,115.833194,268.171716,48.898455,-154.747933,4261,7,0,0,0,6,0,0
1935,COHERENT,US,939,2651,26,2018,115.795570,1661.635004,79.263715,343.246124,5418,3,8,3,3,10,0,3
1390,MKS INSTRUMENTS,US,918,2651,26,2017,115.768504,1673.341496,27.324877,366.202410,4923,19,15,18,18,18,1,1
496,MANN + HUMMEL INTERNATIONAL,DE,827,7010,69-71,2015,115.699993,,,,,,,,,,,
652,DAILY MAIL AND GENERAL TRUST,GB,1413,1811,16-18,2016,115.645365,2125.856699,30.158715,210.667495,10108,,,,,,6,15
1000,DISCO,JP,895,2899,28,2016,115.602466,1057.553687,79.519043,242.930648,3119,5,0,240,5,0,0,3
1543,SEI INVESTMENTS,US,654,6420,64-66,2015,115.579853,1268.197666,38.834041,437.100214,2926,,,,,,,
763,PENTAIR,IE,1255,2814,28,2016,115.545794,4270.740319,102.882041,611.964788,26000,0,0,0,0,0,9,17
1480,MOOG,US,949,3030,29-30,2015,115.520459,2205.703640,70.474198,199.344882,10691,,,,,,,
1197,CHEETAH MOBILE,CN,1196,5829,58-60,2016,115.444105,581.729459,9.451247,-1.586401,2831,2,0,0,0,0,2,7
1673,INTRA-CELLULAR,US,940,7211,72,2018,115.429561,,0.341720,-141.717639,73,4,4,4,3,3,0,0
651,SMITHS,GB,755,2651,26,2015,115.312730,3212.124808,65.417800,437.966606,23250,,,,,,,
784,ISRAEL,IL,1560,2059,20,2016,115.283779,4683.840554,551.964797,411.353511,14871,0,0,0,0,0,3,1
1541,AIR PRODUCTS AND CHEMICALS,US,1612,2011,20,2016,115.283779,6553.446408,792.750681,1418.514526,18600,1,6,0,0,17,5,1
1608,CLOROX,US,917,2041,20,2017,115.283779,5348.468665,169.432227,981.658930,8700,6,7,5,2,12,1,55
10,NOVOMATIC,AT,919,7010,69-71,2017,115.000003,2233.100124,411.600020,209.799997,24415,5,7,0,1,13,71,130
1313,KRKA,SI,844,2120,21,2015,115.000003,1164.607005,103.053004,198.908005,10564,,,,,,,
652,DAILY MAIL AND GENERAL TRUST,GB,1413,1811,16-18,2017,114.980103,1840.014127,23.395180,-103.337952,8301,0,0,0,0,0,4,10
1966,ALIGN TECHNOLOGY,US,941,3250,31-33,2018,114.933566,1717.459294,195.032218,407.479267,11660,15,16,0,0,20,10,16
519,WEBASTO,DE,711,7010,69-71,2015,114.857001,2942.183986,124.593003,162.438999,11448,,,,,,,
1284,HUSQVARNA,SE,661,2830,28,2015,114.774914,3527.110210,100.342717,273.919053,13053,,,,,,,
894,DENKA,JP,942,2014,20,2018,114.751398,3255.529096,214.916552,269.731216,6133,1055,388,1439,211,767,0,5
571,AMER SPORTS,FI,1121,3230,31-33,2016,114.700000,2622.100059,115.399998,204.600001,8439,0,0,0,0,0,14,19
1604,GLOBAL BLOOD,US,943,7211,72,2018,114.678543,,4.213098,-159.599920,171,,,,,,0,0
1341,MACRONIX INTERNATIONAL,TW,902,2611,26,2017,114.654584,971.798669,63.096108,164.380923,,32,7,1,1,55,1,2
688,MUNDIPHARMA RESEARCH,GB,1047,7219,72,2015,114.627510,138.511663,1.078839,12.453776,280,,,,,,,
941,SAWAI PHARMACEUTICAL,JP,840,2120,21,2017,114.522874,1324.408571,81.315724,174.751200,3252,0,0,6,0,0,0,9
1672,GUIDEWIRE SOFTWARE,US,745,5829,58-60,2017,114.503870,445.006735,5.140608,19.092566,1893,,,,,,0,5
456,VAILLANT,DE,922,7010,69-71,2017,114.499999,2403.300023,68.800000,214.899992,11679,5,14,0,0,0,28,0
610,NAVAL,FR,1320,3011,29-30,2016,114.499999,3191.000083,72.300005,76.999997,12694,0,0,0,0,0,0,1
1214,SOGOU,CN,663,6209,62-63,2015,114.473303,516.858301,53.507396,88.897774,,,,,,,,
522,MORPHOSYS,DE,1212,7211,72,2017,114.454575,66.790999,1.317000,-67.248999,326,6,7,6,5,7,0,0
1183,CHANGYOUCOM,CN,980,5829,58-60,2017,114.438371,506.777898,2.108295,79.022670,2469,,,,,,1,2
643,COBHAM,GB,944,3030,29-30,2018,114.425711,2065.982902,70.296417,-127.620151,10069,1,2,1,1,2,0,0
1558,ALLISON TRANSMISSION,US,945,2932,29-30,2018,114.410424,2369.431080,87.336201,806.113123,2900,7,3,0,2,11,0,4
434,PHOENIX CONTACT,DE,811,2611,26,2016,114.345843,1877.348986,131.818117,135.139562,13188,2,2,2,0,1,14,6
110,VIFOR PHARMA,CH,639,2120,21,2016,114.331750,1035.049674,68.937683,209.759426,7107,,,,,,0,1
1811,SEALED AIR,US,1370,1729,16-18,2016,114.235751,3677.989589,240.785899,553.886173,23000,2,3,1,1,2,19,24
1435,MACROGENICS,US,946,2120,21,2018,114.153656,52.507396,21.793874,-149.524814,364,2,2,1,2,1,0,1
931,YOKOHAMA RUBBER,JP,913,2211,22-23,2016,114.128859,4698.117264,241.882590,282.694120,24610,4,3,117,2,5,5,13
1511,FIRST SOLAR,US,1336,2611,26,2015,114.054965,3591.832239,145.360624,637.693098,6350,,,,,,,
105,RICHEMONT,CH,753,3212,31-33,2016,114.000002,10646.999814,536.000007,1585.999969,28580,1,1,0,0,0,13,44
91,LOGITECH INTERNATIONAL,CH,799,2620,26,2016,113.995578,1940.110000,27.776405,185.030469,6400,0,0,0,0,15,5,13
